user,r_u_bar
237,3.5
238,5.0
239,4.391304347826087
240,4.0
241,5.0
242,3.4285714285714284
243,3.8823529411764706
244,5.0
245,4.0
246,4.333333333333333
247,4.164835164835165
248,3.75
249,3.75
250,2.5
251,4.0
252,3.6
253,4.666666666666667
254,3.75
255,4.0
256,4.0
257,3.6666666666666665
258,3.6666666666666665
259,3.82
260,4.166666666666667
261,5.0
262,4.333333333333333
263,5.0
264,3.65
265,4.0
266,3.0
267,3.532110091743119
268,3.7333333333333334
269,4.0
270,5.0
271,3.0
272,3.0
273,3.736842105263158
274,4.0
275,3.8333333333333335
276,4.0
277,3.763157894736842
278,3.8125
279,4.0
280,3.8444444444444446
281,5.0
282,4.0
283,3.6139630390143735
284,4.0
285,3.6030534351145036
286,4.0
287,3.6666666666666665
288,5.0
289,2.0
290,3.0
291,3.0
292,4.777777777777778
293,4.0
294,3.6648648648648647
295,4.676470588235294
296,3.8181818181818183
297,4.0
298,4.0
299,3.5
300,3.5454545454545454
301,3.5762711864406778
302,4.5
303,4.0
304,3.0
305,3.611111111111111
306,5.0
307,4.0
308,3.0
309,4.0
310,3.0
311,4.9
312,3.4
313,2.6666666666666665
314,4.384615384615385
315,4.4
316,3.6842105263157894
317,4.75
318,3.2413793103448274
319,3.3333333333333335
320,4.0
321,5.0
322,5.0
323,3.5
324,5.0
325,3.0
326,3.5558823529411763
327,4.0
328,5.0
329,3.9
330,4.0
331,4.174311926605505
332,3.6956521739130435
333,3.533333333333333
334,4.438356164383562
335,4.427083333333333
336,4.0
337,3.2
338,3.75
339,3.851063829787234
340,3.642857142857143
341,4.125
342,4.227586206896552
343,3.9375
344,4.0
345,4.5
346,3.75
347,3.979591836734694
348,3.6666666666666665
349,2.0
350,3.869090909090909
351,3.0
352,4.777777777777778
353,4.8
354,5.0
355,4.2
356,3.4893617021276597
357,3.567901234567901
358,4.219512195121951
359,3.3766233766233764
360,3.5
361,4.777777777777778
362,3.74468085106383
363,4.0
364,3.1020408163265305
365,3.7777777777777777
366,4.0
367,4.0
368,3.764705882352941
369,4.055555555555555
370,5.0
371,3.774193548387097
372,5.0
373,3.7333333333333334
374,4.25
375,5.0
376,4.1940298507462686
377,5.0
378,3.7142857142857144
379,4.333333333333333
380,3.8046875
381,5.0
382,3.75
383,3.543859649122807
384,3.6923076923076925
385,3.9
386,4.0
387,5.0
388,3.2222222222222223
389,3.730769230769231
390,3.2
391,5.0
392,3.6533333333333333
393,3.3333333333333335
394,4.0
395,3.5737704918032787
396,5.0
397,3.8028169014084505
398,3.7171052631578947
399,4.358974358974359
400,3.5
401,3.0
402,4.733333333333333
403,3.730769230769231
404,4.25
405,3.813953488372093
406,3.3125
407,4.666666666666667
408,3.125
409,3.6769230769230767
410,3.9166666666666665
411,3.7027027027027026
412,4.294117647058823
413,3.543859649122807
414,3.3095238095238093
415,1.0
416,3.3333333333333335
417,3.7771084337349397
418,3.466666666666667
419,3.3333333333333335
420,3.9444444444444446
421,4.647058823529412
422,3.3076923076923075
423,3.769230769230769
424,4.208333333333333
425,4.2727272727272725
426,3.9
427,4.4
428,3.863157894736842
429,3.9545454545454546
430,1.0
431,4.612903225806452
432,3.4444444444444446
433,4.057142857142857
434,4.0
435,3.511627906976744
436,5.0
437,3.0
438,3.55
439,3.4444444444444446
440,4.5
441,4.2105263157894735
442,3.3454545454545452
443,4.161290322580645
444,4.0
445,4.0
446,4.186440677966102
447,3.8444444444444446
448,3.4705882352941178
449,4.15
450,4.435897435897436
451,5.0
452,3.923076923076923
453,4.310344827586207
454,5.0
455,3.9302325581395348
456,3.2142857142857144
457,3.96
458,3.272727272727273
459,4.0
460,3.6153846153846154
461,4.684210526315789
462,5.0
463,3.3125
464,4.0
465,4.0
466,3.888888888888889
467,3.8275862068965516
468,3.9558823529411766
469,4.0
470,4.0
471,4.333333333333333
472,4.666666666666667
473,3.814814814814815
474,3.0
475,3.5454545454545454
476,4.875
477,5.0
478,5.0
479,3.8333333333333335
480,4.487804878048781
481,3.5
482,3.7661290322580645
483,4.065573770491803
484,3.5714285714285716
485,3.0
486,3.7916666666666665
487,3.5
488,4.166666666666667
489,4.461538461538462
490,3.984848484848485
491,3.3684210526315788
492,3.6857142857142855
493,3.5
494,4.0
495,4.5
496,4.0
497,3.75
498,3.8
499,3.5
500,3.5555555555555554
501,4.0
502,4.320987654320987
503,4.666666666666667
504,4.633333333333334
505,3.7127659574468086
506,5.0
507,3.945945945945946
508,4.333333333333333
509,4.0
510,4.846153846153846
511,3.0
512,3.9
513,3.56
514,2.0
515,3.5945945945945947
516,5.0
517,4.0
518,3.125
519,3.375
520,4.5
521,3.5714285714285716
522,4.0
523,5.0
524,3.6296296296296298
525,4.0
526,4.0
527,3.0869565217391304
528,3.614406779661017
529,4.0
530,3.8636363636363638
531,3.923076923076923
532,4.888888888888889
533,1.0
534,4.020408163265306
535,5.0
536,3.0
537,4.0
538,3.7911392405063293
539,3.4545454545454546
540,3.6091954022988504
541,4.084507042253521
542,3.6153846153846154
543,3.7389558232931726
544,3.7551020408163267
545,5.0
546,2.0
547,4.488372093023256
548,4.0
549,3.6
550,3.861111111111111
551,3.909090909090909
552,4.5
553,3.0
554,3.4761904761904763
555,3.5
556,3.5
557,3.2280701754385963
558,4.090909090909091
559,3.7662337662337664
560,3.0
561,3.688976377952756
562,3.6301369863013697
563,3.795774647887324
564,4.0
565,4.0
566,3.909090909090909
567,3.5348837209302326
568,3.3976377952755907
569,3.0952380952380953
570,5.0
571,3.6
572,4.126760563380282
573,3.27027027027027
574,3.641025641025641
575,4.555555555555555
576,3.8
577,3.8265895953757227
578,3.772727272727273
579,4.3023255813953485
580,4.2272727272727275
581,3.625
582,3.3333333333333335
583,4.0
584,3.5
585,3.357142857142857
586,3.6931464174454827
587,3.0
588,4.0
589,3.7906976744186047
590,3.0
591,3.375
592,3.7419354838709675
593,4.0
594,3.6666666666666665
595,4.5
596,3.8923076923076922
597,3.4782608695652173
598,2.0
599,3.0
600,3.0
601,3.5
602,3.9375
603,3.25
604,4.0
605,3.801324503311258
606,3.6206896551724137
607,3.0
608,4.0
609,3.2531645569620253
610,3.960526315789474
611,3.375
612,4.290322580645161
613,5.0
614,3.0
615,4.416666666666667
616,4.04
617,3.7777777777777777
618,3.5806451612903225
619,3.2065217391304346
620,4.0
621,3.5833333333333335
622,3.04
623,4.0
624,3.6666666666666665
625,3.844155844155844
626,4.2727272727272725
627,4.0
628,3.6296296296296298
629,5.0
630,3.375
631,4.5
632,4.0
633,5.0
634,3.74
635,3.625
636,5.0
637,3.875
638,3.264705882352941
639,3.0
640,3.623076923076923
641,3.935483870967742
642,3.4
643,5.0
644,3.1666666666666665
645,3.8125
646,4.0
647,5.0
648,2.75
649,3.5172413793103448
650,3.076923076923077
651,4.166666666666667
652,3.8181818181818183
653,3.590909090909091
654,5.0
655,3.0
656,3.6666666666666665
657,3.0
658,2.8
659,4.0
660,3.7333333333333334
661,3.66
662,3.8181818181818183
663,3.2392638036809815
664,3.7167630057803467
665,3.3333333333333335
666,4.2
667,3.9565217391304346
668,3.7222222222222223
669,4.0
670,4.333333333333333
671,3.6790123456790123
672,3.0
673,3.590909090909091
674,3.8
675,3.8285714285714287
676,3.4949152542372883
677,3.825
678,3.53125
679,4.153846153846154
680,3.8923076923076922
681,3.4105263157894736
682,3.7387387387387387
683,3.5714285714285716
684,3.6125
685,3.3333333333333335
686,4.0
687,4.357142857142857
688,3.7385159010600706
689,3.6198347107438016
690,4.0
691,3.6492537313432836
692,3.7142857142857144
693,3.75
694,4.4
695,4.0
696,3.857142857142857
697,3.7387387387387387
698,3.642857142857143
699,3.577777777777778
700,3.7047817047817047
701,3.375
702,3.3
703,4.15748031496063
704,3.7
705,3.6862745098039214
706,3.467391304347826
707,3.396551724137931
708,4.298245614035087
709,3.9473684210526314
710,3.5625
711,3.923076923076923
712,3.7261904761904763
713,3.342857142857143
714,3.6065573770491803
715,4.0
716,3.7450980392156863
717,4.0
718,4.8
719,3.823529411764706
720,3.884297520661157
721,3.7076023391812867
722,4.666666666666667
723,3.230769230769231
724,3.4507042253521125
725,3.9035250463821893
726,3.909090909090909
727,3.7158469945355193
728,3.6783216783216783
729,3.857142857142857
730,3.6666666666666665
731,4.178571428571429
732,3.3333333333333335
733,3.8666666666666667
734,4.108108108108108
735,4.0
736,3.7674418604651163
737,3.587248322147651
738,4.75
739,4.0
740,4.114285714285714
741,5.0
742,4.285714285714286
743,3.654639175257732
744,3.342857142857143
745,3.6779661016949152
746,3.5
747,3.828125
748,4.0
749,3.7437858508604207
750,3.7613636363636362
751,3.7772511848341233
752,4.257425742574258
753,3.875
754,3.966887417218543
755,4.055555555555555
756,4.839285714285714
757,3.4
758,3.5714285714285716
759,4.0
760,3.4863813229571985
761,3.9642857142857144
762,3.6203703703703702
763,4.235294117647059
764,4.130597014925373
765,3.4936708860759493
766,3.6842105263157894
767,3.888888888888889
768,3.7464114832535884
769,3.263157894736842
770,4.1066666666666665
771,4.107142857142857
772,3.7724137931034485
773,4.0
774,3.831932773109244
775,4.0602409638554215
776,4.608695652173913
777,3.6216216216216215
778,3.8272251308900525
779,4.0
780,3.5729166666666665
781,3.530343007915567
782,4.052631578947368
783,3.6130434782608694
784,3.699300699300699
785,3.8895522388059702
786,3.8
787,3.926829268292683
788,4.0
789,3.56
790,3.719298245614035
791,3.8372093023255816
792,3.976470588235294
793,3.64
794,4.0
795,3.744186046511628
796,3.77037037037037
797,3.6666666666666665
798,3.4221311475409837
799,4.0
800,3.5671641791044775
801,3.907142857142857
802,4.170212765957447
803,3.4285714285714284
804,3.775
805,3.554054054054054
806,3.8297872340425534
807,4.0
808,3.9156626506024095
809,3.6808510638297873
810,3.5543478260869565
811,3.5114503816793894
812,3.875
813,1.0
814,4.333333333333333
815,3.4454545454545453
816,3.6772151898734178
817,4.611111111111111
818,3.599585062240664
819,3.7226277372262775
820,3.4430379746835444
821,3.3137254901960786
822,4.2
823,4.0
824,4.0
825,5.0
826,3.4153005464480874
827,3.6153846153846154
828,3.968
829,3.5977011494252875
830,3.617021276595745
831,3.5071942446043165
832,3.925925925925926
833,3.2033898305084745
834,4.0
835,5.0
836,3.620991253644315
837,3.0795454545454546
838,3.8
839,4.0
840,4.7
841,3.5783132530120483
842,3.6923076923076925
843,4.0625
844,3.5813953488372094
845,3.5714285714285716
846,3.4792899408284024
847,3.5491803278688523
848,4.333333333333333
849,3.7142857142857144
850,4.5
851,3.4510869565217392
852,3.7465753424657535
853,4.0
854,3.607476635514019
855,3.3974358974358974
856,3.7832167832167833
857,3.6952380952380954
858,3.642857142857143
859,3.8125
860,3.4444444444444446
861,4.3
862,2.5
863,3.0
864,4.4140625
865,3.8684210526315788
866,3.7294117647058824
867,3.4
868,3.96875
869,3.2
870,3.7760416666666665
871,3.5
872,3.477272727272727
873,3.774193548387097
874,3.6153846153846154
875,4.025862068965517
876,3.6666666666666665
877,3.5873015873015874
878,3.728395061728395
879,3.5697115384615383
880,3.619047619047619
881,2.8
882,3.782608695652174
883,3.5
884,3.8072289156626504
885,4.428571428571429
886,3.7551622418879056
887,3.3916083916083917
888,3.6623376623376624
889,3.4876543209876543
890,4.264367816091954
891,3.608108108108108
892,3.570957095709571
893,4.25
894,3.0
895,3.296875
896,4.444444444444445
897,3.772727272727273
898,3.8823529411764706
899,4.068965517241379
900,3.4375
901,3.836858006042296
902,4.0
903,3.375
904,4.5
905,5.0
906,3.696629213483146
907,4.0
908,3.9
909,3.6122448979591835
910,3.7383177570093458
911,3.590909090909091
912,3.6180555555555554
913,3.727272727272727
914,3.7222222222222223
915,3.5555555555555554
916,3.7941176470588234
917,3.6335540838852096
918,3.7860262008733625
919,4.6
920,3.0
921,3.6666666666666665
922,3.9607843137254903
923,3.9
924,3.858974358974359
925,3.838709677419355
926,4.0
927,3.9
928,3.8550724637681157
929,3.5542168674698793
930,3.9
931,3.5
932,3.6114081996434937
933,4.0588235294117645
934,3.619047619047619
935,3.882142857142857
936,3.820689655172414
937,3.3333333333333335
938,3.9078947368421053
939,3.3006134969325154
940,3.619496855345912
941,3.7697095435684647
942,3.619047619047619
943,3.8
944,3.9565217391304346
945,3.557377049180328
946,5.0
947,3.523404255319149
948,3.6818181818181817
949,3.65625
950,3.6666666666666665
951,3.457971014492754
952,4.4375
953,4.0
954,3.6666666666666665
955,3.7916666666666665
956,3.63768115942029
957,3.629032258064516
958,3.9586206896551723
959,3.6666666666666665
960,3.8914285714285715
961,3.8020833333333335
962,3.2908163265306123
963,3.7701149425287355
964,3.772727272727273
965,4.136363636363637
966,3.4904761904761905
967,3.625
968,4.0
969,3.5
970,1.0
971,4.0
972,3.090909090909091
973,3.5
974,3.75
975,3.3448275862068964
976,3.2857142857142856
977,3.2857142857142856
978,3.4347826086956523
979,4.25
980,3.9272727272727272
981,3.2705882352941176
982,3.8214285714285716
983,3.921875
984,4.363636363636363
985,4.0
986,4.125
987,5.0
988,4.0
989,5.0
990,3.6153846153846154
991,4.4
992,3.5833333333333335
993,5.0
994,3.855721393034826
995,3.432098765432099
996,3.5775193798449614
997,3.4918918918918918
998,3.7648183556405352
999,3.9018324607329844
1000,3.6923076923076925
1001,3.4285714285714284
1002,4.0
1003,3.263157894736842
1004,3.088888888888889
1005,3.6666666666666665
1006,3.782608695652174
1007,3.0
1008,3.42
1009,4.5
1010,2.8333333333333335
1011,4.0
1012,3.552380952380952
1013,5.0
1014,3.84
1015,3.9158878504672896
1016,3.9375
1017,4.0
1018,1.0
1019,3.6470588235294117
1020,4.5
1021,3.7142857142857144
1022,5.0
1023,4.0588235294117645
1024,5.0
1025,3.75
1026,3.260869565217391
1027,4.455882352941177
1028,4.0588235294117645
1029,3.946236559139785
1030,3.75
1031,4.714285714285714
1032,4.04
1033,3.8152866242038215
1034,3.220183486238532
1035,3.4503311258278146
1036,3.611111111111111
1037,4.026315789473684
1038,4.0
1039,4.266666666666667
1040,3.6315789473684212
1041,4.666666666666667
1042,4.333333333333333
1043,2.95
1044,4.34
1045,3.870967741935484
1046,3.6372093023255814
1047,3.7734375
1048,3.5714285714285716
1049,3.2857142857142856
1050,3.6153846153846154
1051,1.0
1052,3.878980891719745
1053,3.875
1054,3.869565217391304
1055,4.0
1056,3.902439024390244
1057,3.625
1058,3.642857142857143
1059,3.125
1060,4.317460317460317
1061,3.2857142857142856
1062,3.6557377049180326
1063,3.142857142857143
1064,3.761904761904762
1065,4.238095238095238
1066,3.3555555555555556
1067,4.35251798561151
1068,4.358974358974359
1069,5.0
1070,3.707317073170732
1071,3.582608695652174
1072,2.6666666666666665
1073,3.857142857142857
1074,3.625
1075,3.8421052631578947
1076,4.0
1077,3.2222222222222223
1078,4.108433734939759
1079,3.2830188679245285
1080,4.0
1081,4.0
1082,3.7547169811320753
1083,3.816666666666667
1084,3.9
1085,3.8
1086,3.633587786259542
1087,3.9672131147540983
1088,4.0
1089,5.0
1090,3.380952380952381
1091,3.702970297029703
1092,3.8842105263157896
1093,4.666666666666667
1094,4.25
1095,3.5384615384615383
1096,3.5
1097,1.0
1098,3.7226277372262775
1099,4.0
1100,4.666666666666667
1101,3.3333333333333335
1102,3.5
1103,4.25
1104,4.0
1105,1.875
1106,3.5454545454545454
1107,4.666666666666667
1108,3.7
1109,4.0
1110,5.0
1111,4.0
1112,3.3333333333333335
1113,5.0
1114,4.625
1115,5.0
1116,5.0
1117,4.5
1118,4.142857142857143
1119,3.0
1120,3.3333333333333335
1121,3.865168539325843
1122,5.0
1123,3.6875
1124,3.0
1125,4.05
1126,2.0
1127,5.0
1128,2.0
1129,3.7777777777777777
1130,4.555555555555555
1131,3.9539877300613497
1132,3.348314606741573
1133,3.5
1134,3.0
1135,3.7
1136,3.6136363636363638
1137,4.5
1138,3.375
1139,3.4285714285714284
1140,4.094594594594595
1141,4.0
1142,3.75
1143,3.8671875
1144,3.4375
1145,3.625
1146,2.75
1147,4.094488188976378
1148,5.0
1149,3.8518518518518516
1150,3.5
1151,4.037037037037037
1152,4.0
1153,3.8659217877094973
1154,4.2
1155,3.5294117647058822
1156,3.5
1157,3.736842105263158
1158,3.7045454545454546
1159,3.4
1160,3.0
1161,4.090909090909091
1162,4.0
1163,4.285714285714286
1164,3.0
1165,3.6666666666666665
1166,2.0
1167,1.0
1168,3.2
1169,3.5161290322580645
1170,2.0
1171,4.0
1172,3.3333333333333335
1173,5.0
1174,3.2222222222222223
1175,4.25
1176,3.5
1177,5.0
1178,3.5714285714285716
1179,4.2
1180,3.6176470588235294
1181,4.0
1182,3.847826086956522
1183,4.0
1184,5.0
1185,3.7876106194690267
1186,4.176470588235294
1187,3.641025641025641
1188,3.8275862068965516
1189,5.0
1190,3.604240282685512
1191,4.0
1192,4.666666666666667
1193,4.4
1194,4.0
1195,3.5
1196,5.0
1197,3.911111111111111
1198,4.0
1199,3.7948717948717947
1200,4.1
1201,4.4
1202,3.217391304347826
1203,5.0
1204,3.7058823529411766
1205,3.0
1206,4.0
1207,3.9761904761904763
1208,4.166666666666667
1209,3.963855421686747
1210,4.285714285714286
1211,4.198198198198198
1212,3.7761194029850746
1213,4.0
1214,4.2
1215,3.4
1216,3.8666666666666667
1217,3.0
1218,4.25
1219,3.0
1220,3.0
1221,3.0
1222,3.8497854077253217
1223,4.555555555555555
1224,4.2
1225,4.428571428571429
1226,3.625
1227,4.0
1228,4.0
1229,2.6099290780141846
1230,3.6363636363636362
1231,4.844444444444444
1232,3.3333333333333335
1233,4.0
1234,3.4
1235,3.2788844621513946
1236,3.51006711409396
1237,2.0
1238,3.3863636363636362
1239,2.6666666666666665
1240,4.5
1241,3.48
1242,4.090909090909091
1243,3.783132530120482
1244,3.933333333333333
1245,3.5833333333333335
1246,4.0
1247,3.3333333333333335
1248,3.0
1249,3.8666666666666667
1250,1.0
1251,3.7092198581560285
1252,5.0
1253,3.5
1254,4.5
1255,3.75
1256,4.0
1257,3.909090909090909
1258,3.6666666666666665
1259,4.0
1260,3.217391304347826
1261,4.0
1262,4.416666666666667
1263,4.204081632653061
1264,3.5701754385964914
1265,2.8133333333333335
1266,4.2
1267,3.5
1268,3.5
1269,3.2777777777777777
1270,3.25
1271,4.8
1272,4.083333333333333
1273,3.8
1274,4.125
1275,4.0
1276,4.0
1277,3.68
1278,3.8
1279,2.0
1280,5.0
1281,3.626865671641791
1282,5.0
1283,3.511904761904762
1284,4.5
1285,3.3333333333333335
1286,4.3
1287,3.5416666666666665
1288,5.0
1289,3.7666666666666666
1290,4.0
1291,4.578947368421052
1292,4.0
1293,3.5714285714285716
1294,4.5
1295,4.88
1296,3.791044776119403
1297,3.7714285714285714
1298,5.0
1299,3.5
1300,3.6942148760330578
1301,3.803030303030303
1302,3.6666666666666665
1303,4.0
1304,3.8205128205128207
1305,4.0
1306,3.5342465753424657
1307,1.0
1308,4.0
1309,5.0
1310,4.0
1311,4.333333333333333
1312,4.0
1313,4.666666666666667
1314,5.0
1315,4.5
1316,4.0
1317,3.6774193548387095
1318,3.3636363636363638
1319,4.5
1320,4.1875
1321,3.75
1322,3.5
1323,4.1
1324,4.5
1325,4.105263157894737
1326,4.357142857142857
1327,4.363636363636363
1328,4.625
1329,3.5962732919254656
1330,1.0
1331,3.395348837209302
1332,3.0
1333,3.130434782608696
1334,5.0
1335,4.5
1336,4.4
1337,4.5
1338,2.0
1339,3.7142857142857144
1340,4.277777777777778
1341,5.0
1342,4.0
1343,4.0
1344,2.5
1345,3.0
1346,5.0
1347,3.0
1348,3.888888888888889
1349,5.0
1350,3.0
1351,3.8823529411764706
1352,3.0
1353,4.166666666666667
1354,3.888888888888889
1355,4.2727272727272725
1356,4.0
1357,3.7567567567567566
1358,3.717171717171717
1359,3.0
1360,3.8
1361,3.7586206896551726
1362,3.3859649122807016
1363,2.0
1364,3.7941176470588234
1365,3.0
1366,2.6666666666666665
1367,5.0
1368,1.0
1369,3.0
1370,3.3333333333333335
1371,3.25
1372,4.155555555555556
1373,2.0
1374,4.0
1375,3.4
1376,3.6666666666666665
1377,4.0
1378,4.03125
1379,4.5
1380,3.9166666666666665
1381,4.55
1382,4.0
1383,3.32
1384,4.064516129032258
1385,3.75
1386,4.5
1387,4.333333333333333
1388,3.6666666666666665
1389,4.102564102564102
1390,3.1333333333333333
1391,3.0
1392,4.0
1393,1.0
1394,3.5
1395,2.7857142857142856
1396,3.3
1397,3.3372093023255816
1398,3.9545454545454546
1399,5.0
1400,4.2727272727272725
1401,3.808080808080808
1402,5.0
1403,3.813852813852814
1404,3.473684210526316
1405,4.0
1406,3.578125
1407,3.0
1408,3.8979591836734695
1409,3.515151515151515
1410,3.0
1411,4.25
1412,3.577777777777778
1413,3.3333333333333335
1414,3.9743589743589745
1415,3.2
1416,3.5738636363636362
1417,3.727272727272727
1418,3.975609756097561
1419,4.5
1420,1.0
1421,4.0
1422,4.666666666666667
1423,4.5
1424,3.6956521739130435
1425,3.23728813559322
1426,4.357142857142857
1427,3.388888888888889
1428,3.5
1429,4.2
1430,4.0
1431,3.6
1432,4.666666666666667
1433,4.76
1434,4.083333333333333
1435,4.166666666666667
1436,3.0
1437,4.212121212121212
1438,3.875
1439,3.642857142857143
1440,3.4545454545454546
1441,4.0
1442,3.5
1443,4.0
1444,3.12
1445,4.75
1446,4.571428571428571
1447,5.0
1448,3.813953488372093
1449,3.9166666666666665
1450,4.0
1451,3.226890756302521
1452,3.788732394366197
1453,4.045081967213115
1454,4.625
1455,4.25
1456,3.730769230769231
1457,3.0
1458,3.4166666666666665
1459,4.166666666666667
1460,5.0
1461,3.948717948717949
1462,3.625
1463,3.625
1464,3.28
1465,4.0
1466,4.0
1467,4.0
1468,3.702127659574468
1469,3.2941176470588234
1470,3.5
1471,3.9782608695652173
1472,3.7
1473,3.5384615384615383
1474,4.4
1475,3.5555555555555554
1476,3.857142857142857
1477,3.8548387096774195
1478,4.527777777777778
1479,3.75
1480,3.7413793103448274
1481,4.388888888888889
1482,3.0
1483,3.625
1484,4.5
1485,4.125
1486,4.042105263157895
1487,4.157894736842105
1488,3.6206896551724137
1489,3.75
1490,3.6455696202531644
1491,3.25
1492,3.857142857142857
1493,3.602094240837696
1494,3.9705882352941178
1495,1.0
1496,3.3448275862068964
1497,3.9166666666666665
1498,4.166666666666667
1499,4.5
1500,3.6785714285714284
1501,4.166666666666667
1502,4.032258064516129
1503,4.0
1504,3.7142857142857144
1505,3.4444444444444446
1506,3.857142857142857
1507,3.9285714285714284
1508,3.8205128205128207
1509,3.5714285714285716
1510,3.53125
1511,3.549019607843137
1512,4.0
1513,3.5588235294117645
1514,3.4210526315789473
1515,3.7142857142857144
1516,3.5
1517,4.2727272727272725
1518,3.625
1519,3.7454545454545456
1520,3.810810810810811
1521,3.380952380952381
1522,4.5
1523,2.981818181818182
1524,4.0625
1525,3.0
1526,4.4
1527,3.3962264150943398
1528,3.462962962962963
1529,3.7666666666666666
1530,4.5
1531,3.0714285714285716
1532,3.888888888888889
1533,3.9705882352941178
1534,4.111111111111111
1535,3.892857142857143
1536,4.0
1537,4.5
1538,2.5
1539,1.5
1540,4.4
1541,4.193548387096774
1542,3.0
1543,4.0
1544,5.0
1545,3.8181818181818183
1546,3.0
1547,3.619047619047619
1548,3.466666666666667
1549,3.875
1550,3.9583333333333335
1551,3.83982683982684
1552,3.717948717948718
1553,4.470588235294118
1554,3.7142857142857144
1555,3.090909090909091
1556,5.0
1557,3.466666666666667
1558,4.166666666666667
1559,3.5
1560,3.782608695652174
1561,3.0
1562,4.0
1563,3.057142857142857
1564,5.0
1565,3.716666666666667
1566,3.573529411764706
1567,3.825
1568,3.793103448275862
1569,3.0
1570,4.071428571428571
1571,4.214285714285714
1572,4.181818181818182
1573,3.0
1574,3.6153846153846154
1575,3.5
1576,3.7777777777777777
1577,3.7938144329896906
1578,3.0
1579,3.611111111111111
1580,3.8203125
1581,3.6346153846153846
1582,5.0
1583,4.0
1584,3.5718085106382977
1585,3.991489361702128
1586,3.714828897338403
1587,3.6686046511627906
