item,r_i_bar
208,3.9952153110047846
209,4.234584450402145
210,3.992063492063492
211,3.9676646706586824
212,4.0036787247087675
213,3.7082228116710874
214,3.7
215,3.6477732793522266
216,4.0060975609756095
217,3.771812080536913
218,3.7
219,3.808383233532934
220,3.7702479338842974
221,4.2
222,4.262055036606918
223,3.5079617834394905
224,3.7036474164133737
225,3.8904267589388697
226,4.128099173553719
227,3.8587896253602305
228,3.801418439716312
229,3.8429003021148036
230,3.5277044854881265
231,3.2827715355805243
232,3.6019417475728157
233,3.766871165644172
234,3.97568710359408
235,3.4641555285540706
236,3.519230769230769
237,3.7744025921425677
238,4.290697674418604
239,3.5211267605633805
240,3.697049525816649
241,3.2363636363636363
242,3.758241758241758
243,4.428571428571429
244,4.068823124569856
245,3.6098130841121496
246,3.4
247,3.956140350877193
248,3.792114695340502
249,3.3653846153846154
250,3.70625
251,3.757373929590866
252,3.818713450292398
253,3.743362831858407
254,3.6875
255,3.4665461121157324
256,3.601769911504425
257,4.195939982347749
258,3.541176470588235
259,3.7831715210355985
260,3.6759776536312847
261,3.3159742539496784
262,3.580769230769231
263,3.9700934579439253
264,4.092178770949721
265,3.9085872576177287
266,3.8277945619335347
267,3.539285714285714
268,3.821757322175732
269,3.528787878787879
270,3.553639846743295
271,3.608695652173913
272,3.56891495601173
273,3.195340501792115
274,3.8228488792480118
275,3.9913522012578615
276,3.5392781316348194
277,4.10024364775496
278,3.819672131147541
279,3.8357221609702314
280,3.7719298245614037
281,4.06282722513089
282,3.657289002557545
283,3.393939393939394
284,3.507177033492823
285,4.0
286,3.8666666666666667
287,3.842391304347826
288,3.4130434782608696
289,3.8717277486910993
290,3.2233009708737863
291,3.56045197740113
292,3.7256944444444446
293,4.04631217838765
294,3.887608069164265
295,3.8528329654157467
296,3.4406130268199235
297,3.839100346020761
298,3.533333333333333
299,4.092288634252091
300,3.7261904761904763
301,3.815175097276265
302,3.039408866995074
303,3.5748502994011977
304,3.8514851485148514
305,3.235294117647059
306,3.7975757575757574
307,3.8542168674698796
308,3.8790697674418606
309,3.890274314214464
310,3.847058823529412
311,4.011764705882353
312,4.0
313,3.977152899824253
314,3.5086206896551726
315,3.7723676202069387
316,3.9719789842381785
317,4.315789473684211
318,3.937926330150068
319,3.87173100871731
320,3.617021276595745
321,3.8294025157232703
322,3.6766917293233083
323,3.947058823529412
324,4.055555555555555
325,3.6372549019607843
326,3.810734463276836
327,4.137717121588089
328,3.857142857142857
329,3.0177514792899407
330,3.7477771191464138
331,3.7134020618556702
332,3.7214339058999255
333,3.7104247104247103
334,3.4940898345153664
335,3.642857142857143
336,3.9891472868217055
337,3.973913043478261
338,3.698807157057654
339,3.322274881516588
340,3.6952380952380954
341,3.2193548387096773
342,3.3881278538812785
343,3.0903954802259888
344,3.783333333333333
345,3.4306930693069306
346,3.7162451778825547
347,3.7140695915279878
348,3.723404255319149
349,3.2753036437246963
350,3.442953020134228
351,3.363028953229399
352,3.7752808988764044
353,2.973333333333333
354,3.9138755980861246
355,4.174536256323777
356,4.02846975088968
357,3.8989023685730793
358,3.946273830155979
359,3.666153846153846
360,3.1951219512195124
361,3.8705738705738706
362,3.601108033240997
363,3.5
364,3.6968325791855206
365,3.5168539325842696
366,3.8826583592938735
367,3.2419354838709675
368,3.6795827123695974
369,3.7840112201963536
370,3.9045454545454548
371,3.9591163026917218
372,3.988817891373802
373,3.8945578231292517
374,3.765765765765766
375,3.986666666666667
376,3.34
377,3.489322191272052
378,3.735632183908046
379,3.6629834254143647
380,4.129594848403542
381,3.9275184275184274
382,3.9365671641791047
383,4.095238095238095
384,3.7962962962962963
385,3.9855871131835525
386,3.353398058252427
387,3.867825383993533
388,3.810810810810811
389,3.838323353293413
390,3.311926605504587
391,3.3346456692913384
392,3.6862745098039214
393,3.709851551956815
394,3.6962025316455698
395,3.8623298033282905
396,3.6700404858299596
397,3.653225806451613
398,3.7389558232931726
399,4.097706032285472
400,3.4343434343434343
401,3.8531810766721044
402,4.104
403,3.6464088397790055
404,3.875598086124402
405,3.6127659574468085
406,3.8743169398907105
407,3.654232424677188
408,4.2291917973462
409,3.8629283489096573
410,3.876146788990826
411,3.522796352583587
412,3.7237354085603114
413,3.9906542056074765
414,3.5490909090909093
415,4.08955223880597
416,3.603881278538813
417,3.3620689655172415
418,3.4775
419,4.006984866123399
420,3.6958333333333333
421,3.4838709677419355
422,4.063291139240507
423,4.071428571428571
424,3.393269230769231
425,3.1300940438871474
426,3.932994678277697
427,4.054878048780488
428,3.6375305623471883
429,3.5902720527617475
430,3.913817663817664
431,3.6015325670498086
432,3.902684563758389
433,4.082644628099174
434,3.710526315789474
435,3.9367881548974943
436,3.8489208633093526
437,3.881204500330907
438,4.0937853107344635
439,3.6
440,4.114478114478114
441,3.857142857142857
442,3.6025345622119818
443,3.636619718309859
444,3.295315682281059
445,3.6129032258064515
446,3.375
447,3.4839181286549707
448,3.6124260355029585
449,3.654071075123707
450,3.700854700854701
451,3.7133898930284026
452,3.9461883408071747
453,3.9661335841956724
454,3.3766666666666665
455,3.6417910447761193
456,3.622448979591837
457,3.736318407960199
458,4.234498834498835
459,3.8298217179902756
460,3.7859922178988326
461,3.6578947368421053
462,3.6265356265356266
463,3.2713178294573644
464,3.8674698795180724
465,3.7152542372881356
466,3.358161648177496
467,4.041450777202073
468,3.9015415216310294
469,3.5164670658682633
470,4.172366621067032
471,3.0
472,3.6143695014662756
473,3.8821052631578947
474,4.217391304347826
475,3.8698630136986303
476,3.4362745098039214
477,3.9064327485380117
478,3.76
479,3.3461538461538463
480,3.925373134328358
481,3.8868312757201644
482,3.7231270358306188
483,4.072727272727272
484,4.041531823085221
485,3.8043478260869565
486,3.96875
487,3.55177743431221
488,3.552853437094682
489,4.0786802030456855
490,4.0093023255813955
491,3.4
492,4.167600373482727
493,3.4357142857142855
494,3.973684210526316
495,3.979905437352246
496,3.76010101010101
497,3.5675675675675675
498,3.9749874937468737
499,3.1904761904761907
500,3.700077101002313
501,3.9913419913419914
502,3.663280116110305
503,2.9098436062557496
504,3.5578635014836797
505,3.787878787878788
506,3.608695652173913
507,3.806679035250464
508,3.94831013916501
509,4.134831460674158
510,3.5365853658536586
511,4.0069252077562325
512,3.489795918367347
513,3.8247694334650855
514,3.5652985074626864
515,3.710526315789474
516,3.697211155378486
517,3.7008577555396713
518,3.659090909090909
519,4.063091482649842
520,3.7856093979442
521,3.664676616915423
522,3.36
523,3.958226768968457
524,3.9174311926605503
525,3.764094955489614
526,4.20258064516129
527,3.853211009174312
528,3.5389326334208224
529,3.814814814814815
530,3.9479166666666665
531,3.546153846153846
532,4.0588235294117645
533,4.201005025125628
534,3.9772027110289585
535,3.772200772200772
536,3.339190221543163
537,4.067692307692307
538,3.573562359970127
539,4.095709570957096
540,3.691225165562914
541,3.537593984962406
542,3.798640611724724
543,3.827315541601256
544,3.7219917012448134
545,3.5623721881390593
546,3.0454545454545454
547,4.0
548,3.814977973568282
549,3.6338028169014085
550,3.888086642599278
551,3.037394451145959
552,3.737623762376238
553,3.5476190476190474
554,3.5526666666666666
555,3.7142857142857144
556,3.6454545454545455
557,4.076579925650558
558,3.672268907563025
559,3.9601554907677357
560,3.608730800323363
561,4.027450980392157
562,3.83984375
563,3.7583333333333333
564,3.8421052631578947
565,3.817741935483871
566,3.6686746987951806
567,3.3514397905759163
568,3.48
569,3.8348968105065664
570,3.575268817204301
571,3.9233870967741935
572,3.5450733752620547
573,3.830601092896175
574,3.84375
575,3.7155737704918033
576,3.441666666666667
577,4.070588235294117
578,3.4483082706766917
579,3.719094766619519
580,3.7932489451476794
581,4.250748652425634
582,3.6091370558375635
583,3.276315789473684
584,3.7093791281373845
585,3.9578544061302683
586,3.6792452830188678
587,3.446043165467626
588,3.433106575963719
589,3.991942703670546
590,3.4680851063829787
591,3.728643216080402
592,3.6121212121212123
593,3.8476190476190477
594,3.5294117647058822
595,2.9833333333333334
596,3.9903598971722367
597,3.473429951690821
598,3.821656050955414
599,3.759656652360515
600,3.3102941176470586
601,4.120928491201797
602,3.4951298701298703
603,3.86
604,3.7353689567430024
605,3.5
606,3.338235294117647
607,3.75
608,3.0061349693251533
609,3.4257425742574257
610,3.678887484197219
611,3.6087962962962963
612,4.029850746268656
613,3.6331018518518516
614,3.909650924024641
615,4.0291479820627805
616,3.369565217391304
617,3.8019323671497585
618,3.7062937062937062
619,3.830379746835443
620,3.508716323296355
621,4.119667013527575
622,3.918918918918919
623,3.8546065259117084
624,3.1918367346938776
625,3.767272727272727
626,3.7275641025641026
627,3.906409752261109
628,3.8948598130841123
629,3.237100737100737
630,4.212765957446808
631,3.5355191256830603
632,3.628808864265928
633,3.754385964912281
634,3.857142857142857
635,3.839802399435427
636,3.8715415019762847
637,3.508454106280193
638,3.6666666666666665
639,3.3856858846918487
640,3.091703056768559
641,3.7830802603036875
642,3.7267148014440434
643,3.9242219215155614
644,3.9400921658986174
645,3.3534031413612566
646,3.9247467438494934
647,4.258064516129032
648,3.9613259668508287
649,3.8024971623155506
650,3.877279102384292
651,4.545454545454546
652,3.823529411764706
653,3.376923076923077
654,4.265060240963855
655,3.7012987012987013
656,3.462686567164179
657,4.285800240673887
658,3.7878136200716845
659,3.5053763440860215
660,3.9401913875598087
661,4.044303797468355
662,3.7045454545454546
663,3.8634538152610443
664,3.835714285714286
665,3.5396145610278373
666,3.6363636363636362
667,3.792682926829268
668,3.4064665127020786
669,3.8339100346020762
670,3.678388278388278
671,3.8850574712643677
672,3.6159600997506236
673,3.6416309012875536
674,3.72076961026147
675,3.8160237388724036
676,3.908316430020284
677,3.7340241796200346
678,3.7972972972972974
679,3.663101604278075
680,3.6816239316239314
681,3.2573529411764706
682,3.605769230769231
683,3.765217391304348
684,3.5811965811965814
685,3.8333826575910033
686,3.742857142857143
687,3.3151260504201683
688,3.8143133462282397
689,3.7936226749335695
690,3.661596958174905
691,3.7955555555555556
692,4.572
693,4.0
694,4.106694560669456
695,3.8359375
696,4.133333333333334
697,3.554054054054054
698,3.938650306748466
699,3.6561085972850678
700,3.6494057724957556
701,3.8656716417910446
702,3.3275862068965516
703,3.395770392749245
704,3.5236720554272516
705,3.6462395543175488
706,3.2020725388601035
707,4.094972067039106
708,3.8055555555555554
709,3.7454545454545456
710,3.797645739910314
711,3.7169703872437356
712,3.696969696969697
713,3.8870431893687707
714,4.205405405405405
715,3.656716417910448
716,3.929440389294404
717,3.3446327683615817
718,3.5649717514124295
719,3.693121693121693
720,3.581699346405229
721,3.5315315315315314
722,4.061320754716981
723,3.5135135135135136
724,3.4459049544994946
725,2.8217270194986073
726,3.867713004484305
727,3.5680672268907565
728,4.2269736842105265
729,3.8259615384615384
730,3.692697035430224
731,3.4975124378109452
732,4.068190195355695
733,4.0697852760736195
734,3.8161209068010074
735,2.9292035398230087
736,3.301416048550236
737,3.667487684729064
738,4.206529992406986
739,3.3636363636363638
740,3.7870036101083033
741,3.3059360730593608
742,3.819327731092437
743,3.7466666666666666
744,3.986143790849673
745,3.5076726342710995
746,3.7562724014336917
747,3.6289473684210525
748,3.9696969696969697
749,3.3422818791946307
750,4.123287671232877
751,3.953846153846154
752,3.418848167539267
753,3.902941176470588
754,3.667391304347826
755,3.7482478273058595
756,4.262135922330097
757,3.7335907335907335
758,3.36281179138322
759,3.7490542244640603
760,3.821656050955414
761,2.7866666666666666
762,3.7906976744186047
763,3.857142857142857
764,4.038461538461538
765,3.964788732394366
766,3.6610169491525424
767,3.557642149191445
768,4.046583850931677
769,4.024492234169654
770,3.4559748427672954
771,3.7477797513321494
772,3.5805714285714285
773,3.822412737293325
774,3.7027027027027026
775,3.2674897119341564
776,4.033333333333333
777,4.021739130434782
778,4.033333333333333
779,3.744718309859155
780,3.645731108930324
781,3.792806294492319
782,3.2762237762237763
783,3.8337837837837836
784,3.9605026929982046
785,4.161231884057971
786,3.4834605597964376
787,3.745083207261725
788,3.9274193548387095
789,4.0
790,3.6637362637362636
791,3.641509433962264
792,3.463768115942029
793,3.7100056529112493
794,4.076167076167076
795,3.816350710900474
796,4.066666666666666
797,3.9357142857142855
798,3.6753670473083195
799,3.7333333333333334
800,3.7288135593220337
801,3.425531914893617
802,3.318681318681319
803,4.291512915129151
804,4.153846153846154
805,3.8041431261770247
806,4.0265486725663715
807,3.717741935483871
808,4.33816120906801
809,4.065378055713474
810,3.56508875739645
811,3.64453125
812,3.408114558472554
813,4.0880829015544045
814,3.6891191709844557
815,3.6510791366906474
816,3.130674002751032
817,3.8261682242990656
818,3.0533333333333332
819,4.1860095389507155
820,3.5267857142857144
821,4.125
822,3.2594594594594595
823,3.184331797235023
824,3.6
825,3.413846153846154
826,4.0848126232741615
827,3.6592205323193916
828,3.869047619047619
829,3.830769230769231
830,3.134020618556701
831,3.982051282051282
832,4.111111111111111
833,3.913849509269357
834,3.3836477987421385
835,3.846997690531178
836,3.678657074340528
837,3.7318840579710146
838,3.711618257261411
839,3.693548387096774
840,3.4847516700551844
841,3.976470588235294
842,3.4922600619195046
843,4.116666666666666
844,3.530871670702179
845,4.0
846,3.8974358974358974
847,3.9084967320261437
848,3.8047619047619046
849,3.243867243867244
850,3.6582278481012658
851,3.4122340425531914
852,3.893939393939394
853,3.5913312693498454
854,3.6140350877192984
855,3.510574018126888
856,3.5493962678375413
857,3.679226069246436
858,3.8615384615384616
859,3.9761904761904763
860,3.2541966426858515
861,4.142857142857143
862,3.816094986807388
863,3.8322981366459627
864,3.73943661971831
865,3.7307132459970886
866,3.670103092783505
867,3.596541786743516
868,3.8901601830663615
869,3.8422680412371135
870,4.071084337349397
871,3.602409638554217
872,3.5585585585585586
873,4.128342245989304
874,4.190789473684211
875,4.056818181818182
876,3.7485436893203885
877,3.584090909090909
878,3.9464668094218416
879,3.914285714285714
880,4.176933765632237
881,4.046376811594203
882,3.7240143369175627
883,3.6133056133056134
884,3.3507462686567164
885,3.660287081339713
886,3.972565157750343
887,3.9296875
888,4.1558441558441555
889,3.759562841530055
890,3.5606837606837605
891,3.524390243902439
892,3.6788461538461537
893,3.772133526850508
894,3.7681498829039812
895,3.980769230769231
896,3.652173913043478
897,3.9368658399098084
898,3.6666666666666665
899,3.1675824175824174
900,3.9885057471264367
901,3.87
902,3.7504520795660037
903,3.584055459272097
904,3.5332472562943833
905,3.261146496815287
906,3.798219584569733
907,3.9110944152266467
908,3.8768267223382047
909,3.4555873925501435
910,3.8310502283105023
911,3.376068376068376
912,3.6956521739130435
913,3.891089108910891
914,3.732142857142857
915,3.4893617021276597
916,3.85459940652819
917,3.723913043478261
918,3.710691823899371
919,3.6717325227963524
920,3.6818181818181817
921,3.7339449541284404
922,3.048
923,3.683749157113958
924,3.7537037037037035
925,3.767741935483871
926,3.9892008639308854
927,3.734246575342466
928,3.8390596745027126
929,3.7993396918561997
930,3.581818181818182
931,3.4296296296296296
932,4.192475940507436
933,4.008108108108108
934,3.789473684210526
935,4.094117647058823
936,3.816326530612245
937,3.9745098039215687
938,3.8656387665198237
939,3.801147227533461
940,3.9424778761061945
941,3.8663101604278074
942,3.567847882454624
943,3.5346153846153845
944,3.8074418604651163
945,4.142857142857143
946,3.3846153846153846
947,3.326839826839827
948,3.96484375
949,3.5725490196078433
950,3.375
951,3.825174825174825
952,3.464075382803298
953,3.7258410880458124
954,3.6879432624113475
955,3.7627450980392156
956,3.3620689655172415
957,3.658536585365854
958,3.8694158075601375
959,4.02972972972973
960,3.345360824742268
961,3.6216216216216215
962,4.088311688311689
963,3.923512747875354
964,3.0505050505050506
965,3.5640362225097024
966,3.3333333333333335
967,3.401345291479821
968,3.3649635036496353
969,3.440894568690096
970,3.7714285714285714
971,3.708798882681564
972,3.4383561643835616
973,3.4668329177057355
974,3.814254859611231
975,4.202928870292887
976,4.12539184952978
977,3.786301369863014
978,3.8333333333333335
979,3.7908309455587395
980,3.795518207282913
981,3.6
982,3.8533333333333335
983,4.0
984,3.6978335233751425
985,3.152173913043478
986,3.9642857142857144
987,3.958823529411765
988,4.53405572755418
989,3.8482051282051284
990,3.2679738562091503
991,4.037837837837838
992,3.8545454545454545
993,3.2324324324324323
994,3.740740740740741
995,4.0
996,3.803664921465969
997,3.7507246376811594
998,3.9524815205913413
999,4.575
1000,3.7028985507246377
1001,3.3098159509202456
1002,3.646017699115044
1003,3.6264367816091956
1004,3.5233333333333334
1005,4.353658536585366
1006,4.051150895140665
1007,3.9693877551020407
1008,2.5833333333333335
1009,3.682211858760826
1010,2.3125
1011,3.7473610133708655
1012,3.3445783132530122
1013,3.950310559006211
1014,3.807486631016043
1015,3.717241379310345
1016,3.6923076923076925
1017,3.6161616161616164
1018,3.985
1019,3.672043010752688
1020,3.3870967741935485
1021,3.5986159169550174
1022,3.863111726685134
1023,3.5869017632241813
1024,3.6377440347071586
1025,3.5698729582577133
1026,3.5835488877392656
1027,3.9643962848297214
1028,4.042130365659777
1029,3.4819734345351043
1030,3.4265402843601898
1031,3.9798319327731093
1032,3.8917197452229297
1033,3.4871794871794872
1034,3.60082304526749
1035,3.7735849056603774
1036,3.813073394495413
1037,3.8105906313645623
1038,4.2
1039,3.50561797752809
1040,4.045977011494253
1041,3.8874172185430464
1042,3.6511627906976742
1043,3.831808585503167
1044,3.700854700854701
1045,3.642857142857143
1046,4.083333333333333
1047,3.67
1048,4.257425742574258
1049,3.8421052631578947
1050,4.079497907949791
1051,3.462068965517241
1052,4.02262443438914
1053,3.5622119815668203
1054,3.4994640943194
1055,3.564156945917285
1056,2.935483870967742
1057,3.808641975308642
1058,3.8084291187739465
1059,3.83179012345679
1060,3.1407528641571196
1061,3.369565217391304
1062,3.5098335854765508
1063,3.5725806451612905
1064,3.8053128276826285
1065,4.040816326530612
1066,3.1621621621621623
1067,3.746541228555617
1068,3.9034482758620688
1069,4.253787878787879
1070,3.1588235294117646
1071,3.27027027027027
1072,3.8759811616954476
1073,3.8035714285714284
1074,3.8984771573604062
1075,3.225
1076,3.3947368421052633
1077,3.505181347150259
1078,3.8643326039387307
1079,3.651685393258427
1080,3.8950617283950617
1081,3.486772486772487
1082,3.36231884057971
1083,3.767175572519084
1084,3.502958579881657
1085,3.272727272727273
1086,3.5720789074355084
1087,3.4130434782608696
1088,3.2941176470588234
1089,3.923076923076923
1090,3.3294117647058825
1091,3.822878228782288
1092,4.1210191082802545
1093,3.6673553719008263
1094,3.0547945205479454
1095,3.787037037037037
1096,3.7853403141361257
1097,3.7243589743589745
1098,3.3886363636363637
1099,3.4701195219123506
1100,3.3167202572347265
1101,3.562749003984064
1102,3.7542372881355934
1103,3.44
1104,4.125217391304348
1105,3.5216284987277353
1106,4.2265342960288805
1107,3.2586666666666666
1108,3.941299790356394
1109,3.6600790513833994
1110,4.20979020979021
1111,3.5
1112,3.7868852459016393
1113,3.608843537414966
1114,2.7533718689788054
1115,3.4722222222222223
1116,3.5892857142857144
1117,3.6704545454545454
1118,3.533498759305211
1119,3.9558303886925796
1120,3.803347280334728
1121,3.773529411764706
1122,3.8528198074277853
1123,3.533678756476684
1124,3.4690721649484537
1125,3.893470790378007
1126,3.762019230769231
1127,3.7469352014010506
1128,3.8283185840707965
1129,3.8848684210526314
1130,3.7395833333333335
1131,3.5657894736842106
1132,3.5704918032786885
1133,3.4285714285714284
1134,4.002207505518764
1135,4.1875
1136,3.56
1137,3.5088757396449703
1138,3.8559139784946237
1139,3.5526315789473686
1140,3.4833333333333334
1141,3.580952380952381
1142,3.7548076923076925
1143,3.345945945945946
1144,3.1420118343195265
1145,3.3315602836879434
1146,3.997627520759193
1147,3.620545073375262
1148,4.119101123595506
1149,4.069281045751634
1150,4.109756097560975
1151,2.8557046979865772
1152,4.292307692307692
1153,3.0238907849829353
1154,3.836104513064133
1155,4.201086956521739
1156,3.805892547660312
1157,3.7537537537537538
1158,3.7170172084130018
1159,3.888888888888889
1160,3.397003745318352
1161,3.579710144927536
1162,3.7377220480668756
1163,3.357843137254902
1164,3.510588235294118
1165,3.2523364485981308
1166,3.810784939374601
1167,3.875
1168,3.4827586206896552
1169,3.61660777385159
1170,3.6346863468634685
1171,3.4083044982698962
1172,3.854285714285714
1173,3.4089506172839505
1174,3.81
1175,3.9027777777777777
1176,3.8085106382978724
1177,4.175302245250432
1178,3.601973684210526
1179,3.4822727272727274
1180,3.661764705882353
1181,3.5871313672922254
1182,4.046134663341646
1183,4.151612903225806
1184,3.3205128205128207
1185,3.4974874371859297
1186,3.548780487804878
1187,3.7140522875816995
1188,3.8216216216216217
1189,3.4893617021276597
1190,3.8990384615384617
1191,3.8107049608355092
1192,3.645736434108527
1193,3.5554156171284634
1194,3.6615384615384614
1195,3.5
1196,4.074175824175824
1197,3.8499458288190684
1198,3.910722720831365
1199,3.8415841584158414
1200,3.6704707560627674
1201,4.136363636363637
1202,3.9572953736654806
1203,3.5555555555555554
1204,3.6171875
1205,3.721311475409836
1206,3.82
1207,3.51006711409396
1208,3.667630057803468
1209,3.586206896551724
1210,3.574074074074074
1211,3.2857142857142856
1212,4.397058823529412
1213,3.8064823641563392
1214,3.555389221556886
1215,3.760035288928099
1216,3.587096774193548
1217,3.6852886405959033
1218,3.6613380698638247
1219,3.669794459338695
1220,3.864864864864865
1221,3.4615384615384617
1222,3.7125662012518057
1223,4.042424242424242
1224,3.7729549248747913
1225,3.63265306122449
1226,3.9354485776805253
1227,4.5
1228,3.61
1229,2.6333333333333333
1230,3.5408320493066254
1231,4.041237113402062
1232,3.585253456221198
1233,3.554054054054054
1234,4.0625
1235,3.9750692520775623
1236,3.888
1237,3.773399014778325
1238,3.82183908045977
1239,3.869047619047619
1240,4.2783171521035595
1241,3.6637426900584797
1242,3.7378048780487805
1243,3.4863387978142075
1244,3.2419354838709675
1245,3.6351441985244803
1246,3.687645687645688
1247,3.3563218390804597
1248,3.5183374083129584
1249,3.3365800865800868
1250,3.5877437325905293
1251,4.313901345291479
1252,3.031609195402299
1253,3.470479704797048
1254,3.6236559139784945
1255,3.2888888888888888
1256,4.089663760896638
1257,3.7351664254703327
1258,4.0703363914373085
1259,3.839224629418472
1260,3.0991902834008096
1261,3.3892773892773893
1262,3.7886178861788617
1263,3.877551020408163
1264,3.6648648648648647
1265,3.7411764705882353
1266,3.903267973856209
1267,3.2436974789915967
1268,3.2478813559322033
1269,3.8333333333333335
1270,3.731958762886598
1271,3.625
1272,3.7202881152460985
1273,3.8742547425474254
1274,3.978609625668449
1275,3.925531914893617
1276,3.1510204081632653
1277,3.6872427983539096
1278,3.2745901639344264
1279,3.788235294117647
1280,4.093484419263456
1281,3.590047393364929
1282,3.772277227722772
1283,3.6004901960784315
1284,3.461026615969582
1285,4.0418604651162795
1286,4.111111111111111
1287,3.9415584415584415
1288,3.811212814645309
1289,3.760869565217391
1290,3.306451612903226
1291,3.902376910016978
1292,3.7517301038062283
1293,3.448717948717949
1294,3.4925373134328357
1295,3.8635578583765113
1296,3.4895287958115184
1297,3.891304347826087
1298,3.421965317919075
1299,3.543859649122807
1300,3.792560801144492
1301,3.405511811023622
1302,3.608267716535433
1303,2.789473684210526
1304,3.303326810176125
1305,3.293103448275862
1306,5.0
1307,3.4205882352941175
1308,3.826530612244898
1309,3.780141843971631
1310,3.894898586355255
1311,3.6953125
1312,3.571022727272727
1313,3.621700879765396
1314,3.6953781512605044
1315,3.710204081632653
1316,3.8632911392405065
1317,3.2017484868863484
1318,3.6872852233676974
1319,3.837078651685393
1320,3.3684210526315788
1321,3.7992125984251968
1322,3.610382513661202
1323,3.983739837398374
1324,3.4285714285714284
1325,4.232142857142857
1326,3.391891891891892
1327,3.9003690036900367
