user,n_u
73359,15
73360,52
73361,106
73362,42
73363,17
73364,1
73365,5
73366,6
73367,1
73368,1
73369,14
73370,5
73371,61
73372,8
73373,5
73374,57
73375,123
73376,2
73377,9
73378,4
73379,3
73380,3
73381,2
73382,2
73383,4
73384,3
73385,10
73386,7
73387,27
73388,7
73389,2
73390,3
73391,1
73392,4
73393,2
73394,2
73395,1
73396,3
73397,11
73398,10
73399,1
73400,18
73401,9
73402,46
73403,1
73404,3
73405,1
73406,17
73407,9
73408,1
73409,2
73410,45
73411,2
73412,2
73413,22
73414,50
73415,1
73416,22
73417,15
73418,24
73419,1
73420,2
73421,69
73422,3
73423,5
73424,1
73425,1
73426,6
73427,17
73428,6
73429,1
73430,1
73431,23
73432,3
73433,25
73434,4
73435,5
73436,11
73437,2
73438,6
73439,2
73440,2
73441,27
73442,1
73443,3
73444,7
73445,1
73446,1
73447,1
73448,7
73449,1
73450,5
73451,3
73452,4
73453,4
73454,1
73455,1
73456,1
73457,1
73458,3
73459,1
73460,1
73461,2
73462,1
73463,1
73464,3
73465,11
73466,1
73467,1
73468,2
73469,3
73470,1
73471,1
73472,1
73473,1
73474,1
73475,2
73476,3
73477,4
73478,7
73479,2
73480,1
73481,6
73482,50
73483,3
73484,4
73485,8
73486,2
73487,25
73488,1
73489,6
73490,11
73491,41
73492,1
73493,1
73494,3
73495,1
73496,1
73497,1
73498,2
73499,1
73500,14
73501,1
73502,28
73503,15
73504,76
73505,9
73506,1
73507,2
73508,7
73509,12
73510,3
73511,3
73512,5
73513,1
73514,3
73515,4
73516,4
73517,67
73518,1
73519,2
73520,20
73521,1
73522,1
73523,17
73524,1
73525,3
73526,1
73527,2
73528,137
73529,3
73530,6
73531,28
73532,11
73533,7
73534,7
73535,3
73536,1
73537,94
73538,1
73539,32
73540,2
73541,1
73542,1
73543,1
73544,1
73545,5
73546,16
73547,2
73548,14
73549,9
73550,16
73551,1
73552,18
73553,1
73554,32
73555,32
73556,3
73557,2
73558,1
73559,1
73560,4
73561,18
73562,2
73563,5
73564,1
73565,8
73566,13
73567,2
73568,56
73569,2
73570,49
73571,2
73572,24
73573,1
73574,29
73575,33
73576,3
73577,30
73578,33
73579,25
73580,8
73581,28
73582,18
73583,27
73584,36
73585,29
73586,38
73587,2
73588,17
73589,18
73590,10
73591,18
73592,198
73593,4
73594,24
73595,3
73596,2
73597,2
73598,2
73599,8
73600,5
73601,4
73602,2
73603,1
73604,7
73605,1
73606,3
73607,25
73608,5
73609,4
73610,1
73611,14
73612,18
73613,4
73614,8
73615,1
73616,1
73617,7
73618,3
73619,2
73620,2
73621,6
73622,1
73623,1
73624,27
73625,34
73626,1
73627,11
73628,1
73629,4
73630,1
73631,5
73632,10
73633,2
73634,3
73635,3
73636,4
73637,6
73638,20
73639,3
73640,89
73641,7
73642,21
73643,6
73644,13
73645,1
73646,1
73647,2
73648,20
73649,2
73650,5
73651,1
73652,1
73653,3
73654,1
73655,2
73656,2
73657,3
73658,83
73659,2
73660,4
73661,1
73662,2
73663,70
73664,4
73665,73
73666,26
73667,3
73668,16
73669,2
73670,21
73671,72
73672,1
73673,6
73674,4
73675,98
73676,5
73677,17
73678,18
73679,1
73680,25
73681,9
73682,1
73683,1
73684,5
73685,14
73686,3
73687,2
73688,1
73689,5
73690,2
73691,11
73692,7
73693,20
73694,1
73695,2
73696,4
73697,11
73698,19
73699,2
73700,1
73701,9
73702,25
73703,1
73704,5
73705,3
73706,19
73707,8
73708,15
73709,33
73710,2
73711,19
73712,1
73713,22
73714,29
73715,1
73716,47
73717,3
73718,2
73719,54
73720,47
73721,1
73722,2
73723,1
73724,18
73725,2
73726,6
73727,2
73728,12
73729,63
73730,2
73731,1
73732,2
73733,7
73734,1
73735,1
73736,1
73737,13
73738,12
73739,43
73740,7
73741,10
73742,26
73743,3
73744,1
73745,3
73746,2
73747,1
73748,2
73749,1
73750,1
73751,10
73752,28
73753,2
73754,32
73755,49
73756,31
73757,38
73758,37
73759,1
73760,11
73761,4
73762,32
73763,11
73764,1
73765,7
73766,5
73767,3
73768,6
73769,18
73770,14
73771,5
73772,113
73773,4
73774,1
73775,1
73776,2
73777,8
73778,17
73779,3
73780,11
73781,55
73782,1
73783,34
73784,1
73785,1
73786,1
73787,8
73788,23
73789,156
73790,3
73791,1
73792,1
73793,6
73794,2
73795,7
73796,1
73797,1
73798,1
73799,52
73800,23
73801,1
73802,6
73803,10
73804,11
73805,3
73806,10
73807,11
73808,65
73809,4
73810,17
73811,5
73812,16
73813,1
73814,1
73815,2
73816,1
73817,34
73818,2
73819,2
73820,33
73821,4
73822,4
73823,4
73824,5
73825,4
73826,1
73827,1
73828,21
73829,40
73830,8
73831,17
73832,1
73833,4
73834,6
73835,14
73836,18
73837,29
73838,5
73839,35
73840,1
73841,1
73842,1
73843,2
73844,9
73845,46
73846,1
73847,1
73848,1
73849,10
73850,7
73851,4
73852,10
73853,2
73854,1
73855,3
73856,20
73857,35
73858,2
73859,2
73860,1
73861,6
73862,10
73863,12
73864,9
73865,1
73866,5
73867,1
73868,1
73869,29
73870,36
73871,23
73872,27
73873,1
73874,3
73875,2
73876,1
73877,1
73878,2
73879,2
73880,3
73881,1
73882,4
73883,4
73884,2
73885,1
73886,1
73887,22
73888,22
73889,2
73890,1
73891,1
73892,19
73893,2
73894,4
73895,1
73896,16
73897,13
73898,14
73899,10
73900,19
73901,3
73902,5
73903,4
73904,1
73905,3
73906,1
73907,3
73908,6
73909,5
73910,1
73911,2
73912,27
73913,1
73914,2
73915,39
73916,39
73917,3
73918,25
73919,28
73920,49
73921,5
73922,6
73923,1
73924,5
73925,1
73926,1
73927,4
73928,1
73929,5
73930,2
73931,3
73932,5
73933,1
73934,16
73935,1
73936,13
73937,2
73938,20
73939,8
73940,1
73941,44
73942,1
73943,2
73944,2
73945,1
73946,233
73947,4
73948,1
73949,2
73950,2
73951,10
73952,1
73953,8
73954,12
73955,1
73956,2
73957,12
73958,46
73959,7
73960,94
73961,55
73962,19
73963,4
73964,8
73965,1
73966,32
73967,25
73968,20
73969,14
73970,7
73971,8
73972,49
73973,36
73974,10
73975,15
73976,35
73977,12
73978,4
73979,8
73980,23
73981,3
73982,4
73983,3
73984,12
73985,4
73986,42
73987,79
73988,19
73989,36
73990,35
73991,2
73992,25
73993,9
73994,15
73995,8
73996,4
73997,8
73998,8
73999,44
74000,1
74001,14
74002,33
74003,8
74004,3
74005,22
74006,4
74007,2
74008,8
74009,17
74010,11
74011,17
74012,21
74013,9
74014,48
74015,2
74016,3
74017,14
74018,1
74019,2
74020,11
74021,4
74022,5
74023,3
74024,1
74025,23
74026,2
74027,5
74028,26
74029,1
74030,1
74031,37
74032,20
74033,8
74034,18
74035,6
74036,16
74037,3
74038,6
74039,3
74040,70
74041,2
74042,7
74043,70
74044,12
74045,6
74046,1
74047,5
74048,1
74049,2
74050,2
74051,1
74052,1
74053,2
74054,6
74055,8
74056,1
74057,3
74058,2
74059,13
74060,1
74061,13
74062,83
74063,5
74064,1
74065,21
74066,18
74067,7
74068,1
74069,11
74070,2
74071,58
74072,12
74073,1
74074,2
74075,11
74076,1
74077,4
74078,8
74079,3
74080,1
74081,5
74082,3
74083,31
74084,60
74085,1
74086,3
74087,7
74088,74
74089,1
74090,20
74091,2
74092,1
74093,11
74094,21
74095,4
74096,16
74097,5
74098,1
74099,11
74100,2
74101,8
74102,2
74103,29
74104,8
74105,15
74106,8
74107,1
74108,3
74109,3
74110,15
74111,8
74112,33
74113,2
74114,13
74115,1
74116,3
74117,3
74118,1
74119,84
74120,6
74121,54
74122,3
74123,2
74124,7
74125,2
74126,32
74127,5
74128,3
74129,1
74130,36
74131,6
74132,1
74133,1
74134,12
74135,2
74136,1
74137,1
74138,66
74139,1
74140,1
74141,2
74142,1
74143,17
74144,35
74145,1
74146,143
74147,4
74148,1
74149,9
74150,27
74151,1
74152,34
74153,2
74154,38
74155,50
74156,1
74157,1
74158,6
74159,1
74160,1
74161,14
74162,1
74163,3
74164,3
74165,1
74166,25
74167,1
74168,2
74169,3
74170,14
74171,5
74172,3
74173,42
74174,6
74175,1
74176,16
74177,6
74178,3
74179,9
74180,3
74181,2
74182,4
74183,9
74184,1
74185,8
74186,4
74187,1
74188,11
74189,1
74190,11
74191,7
74192,1
74193,4
74194,4
74195,1
74196,1
74197,22
74198,3
74199,7
74200,18
74201,67
74202,48
74203,18
74204,2
74205,5
74206,5
74207,19
74208,2
74209,52
74210,16
74211,14
74212,2
74213,16
74214,76
74215,12
74216,12
74217,1
74218,7
74219,2
74220,7
74221,1
74222,4
74223,6
74224,5
74225,3
74226,1
74227,26
74228,11
74229,8
74230,12
74231,5
74232,19
74233,24
74234,5
74235,7
74236,11
74237,20
74238,21
74239,2
74240,6
74241,2
74242,50
74243,6
74244,1
74245,3
74246,3
74247,2
74248,10
74249,6
74250,1
74251,49
74252,2
74253,1
74254,33
74255,3
74256,1
74257,1
74258,1
74259,12
74260,5
74261,1
74262,3
74263,17
74264,8
74265,24
74266,1
74267,1
74268,7
74269,1
74270,29
74271,58
74272,8
74273,17
74274,24
74275,7
74276,1
74277,4
74278,11
74279,2
74280,2
74281,12
74282,14
74283,2
74284,3
74285,2
74286,1
74287,3
74288,1
74289,1
74290,14
74291,1
74292,1
74293,2
74294,3
74295,1
74296,3
74297,14
74298,2
74299,8
74300,5
74301,1
74302,3
74303,46
74304,7
74305,1
74306,85
74307,9
74308,2
74309,2
74310,28
74311,16
74312,14
74313,2
74314,1
74315,16
74316,12
74317,77
74318,61
74319,49
74320,22
74321,2
74322,23
74323,35
74324,21
74325,1
74326,6
74327,3
74328,2
74329,1
74330,10
74331,1
74332,4
74333,9
74334,4
74335,3
74336,4
74337,3
74338,7
74339,2
74340,1
74341,60
74342,3
74343,1
74344,6
74345,1
74346,4
74347,24
74348,1
74349,23
74350,2
74351,7
74352,9
74353,45
74354,29
74355,45
74356,37
74357,1
74358,40
74359,1
74360,1
74361,1
74362,6
74363,1
74364,7
74365,1
74366,3
74367,9
74368,17
74369,5
74370,1
74371,5
74372,1
74373,3
74374,16
74375,44
74376,1
74377,1
74378,45
74379,127
74380,5
74381,1
74382,7
74383,1
74384,5
74385,11
74386,10
74387,12
74388,11
74389,16
74390,11
74391,32
74392,1
74393,1
74394,2
74395,29
74396,59
74397,1
74398,2
74399,33
74400,7
74401,9
74402,1
74403,16
74404,33
74405,5
74406,7
74407,2
74408,1
74409,2
74410,2
74411,1
74412,10
74413,2
74414,1
74415,4
74416,4
74417,15
74418,13
74419,4
74420,13
74421,1
74422,1
74423,25
74424,4
74425,5
74426,1
74427,22
74428,1
74429,3
74430,85
74431,5
74432,6
74433,6
74434,1
74435,3
74436,19
74437,2
74438,2
74439,1
74440,1
74441,7
74442,6
74443,12
74444,3
74445,14
74446,2
74447,1
74448,6
74449,6
74450,2
74451,1
74452,9
74453,3
74454,4
74455,4
74456,6
74457,2
74458,7
74459,19
74460,8
74461,4
74462,6
74463,5
74464,38
74465,3
74466,1
74467,1
74468,1
74469,18
74470,1
74471,6
74472,2
74473,1
74474,1
74475,8
74476,13
74477,2
74478,5
74479,5
74480,1
74481,1
74482,62
74483,2
74484,17
74485,6
74486,23
74487,31
74488,1
74489,1
74490,16
74491,6
74492,5
74493,55
74494,1
74495,1
74496,8
74497,2
74498,1
74499,1
74500,2
74501,2
74502,9
74503,1
74504,12
74505,1
74506,1
74507,2
74508,24
74509,1
74510,3
74511,4
74512,17
74513,11
74514,4
74515,2
74516,1
74517,28
74518,1
74519,1
74520,2
74521,10
74522,5
74523,2
74524,2
74525,2
74526,7
74527,4
74528,1
74529,3
74530,5
74531,5
74532,99
74533,1
74534,1
74535,3
74536,29
74537,1
74538,1
74539,12
74540,6
74541,14
74542,20
74543,1
74544,1
74545,27
74546,10
74547,1
74548,3
74549,2
74550,12
74551,10
74552,5
74553,83
74554,70
74555,22
74556,35
74557,1
74558,10
74559,14
74560,37
74561,1
74562,1
74563,22
74564,10
74565,2
74566,2
74567,1
74568,17
74569,5
74570,10
74571,53
74572,36
74573,8
74574,4
74575,9
74576,10
74577,4
74578,6
74579,23
74580,22
74581,4
74582,3
74583,21
74584,1
74585,1
74586,5
74587,24
74588,7
74589,4
74590,70
74591,4
74592,3
74593,1
74594,2
74595,1
74596,2
74597,2
74598,1
74599,4
74600,3
74601,3
74602,18
74603,26
74604,16
74605,1
74606,22
74607,23
74608,21
74609,19
74610,1
74611,6
74612,8
74613,2
74614,5
74615,4
74616,7
74617,17
74618,1
74619,1
74620,3
74621,1
74622,2
74623,4
74624,1
74625,12
74626,5
74627,1
74628,12
74629,4
74630,6
74631,4
74632,4
74633,3
74634,8
74635,5
74636,1
74637,28
74638,70
74639,8
74640,1
74641,35
74642,1
74643,14
74644,4
74645,40
74646,29
74647,7
74648,6
74649,1
74650,2
74651,1
74652,1
74653,3
74654,3
74655,1
74656,1
74657,1
74658,1
74659,2
74660,1
74661,1
74662,15
74663,2
74664,1
74665,10
74666,6
74667,10
74668,4
74669,1
74670,1
74671,10
74672,15
74673,2
74674,63
74675,2
74676,13
74677,39
74678,3
74679,4
74680,2
74681,2
74682,6
74683,2
74684,44
74685,61
74686,1
74687,3
74688,14
74689,16
74690,19
74691,7
74692,1
74693,3
74694,1
74695,6
74696,40
74697,18
74698,27
74699,5
74700,8
74701,4
74702,8
74703,11
74704,13
74705,32
74706,11
74707,11
74708,1
74709,1
74710,1
74711,3
74712,1
74713,5
74714,5
74715,17
74716,6
74717,11
74718,6
74719,10
74720,1
74721,4
74722,7
74723,10
74724,2
74725,11
74726,5
74727,3
74728,1
74729,32
74730,2
74731,4
74732,22
74733,11
74734,7
74735,2
74736,8
74737,1
74738,54
74739,23
74740,2
74741,23
74742,4
74743,2
74744,1
74745,79
74746,1
74747,16
74748,28
74749,35
74750,11
74751,8
74752,49
74753,4
74754,1
74755,12
74756,8
74757,1
74758,11
74759,29
74760,17
74761,21
74762,20
74763,1
74764,3
74765,2
74766,30
74767,3
74768,2
74769,6
74770,5
74771,11
74772,1
74773,5
74774,5
74775,7
74776,4
74777,2
74778,21
74779,33
74780,13
74781,7
74782,6
74783,61
74784,35
74785,12
74786,6
74787,55
74788,2
74789,10
74790,2
74791,3
74792,7
74793,9
74794,1
74795,9
74796,2
74797,1
74798,10
74799,1
74800,44
74801,13
74802,2
74803,8
74804,2
74805,3
74806,1
74807,1
74808,1
74809,15
74810,1
74811,4
74812,14
74813,1
74814,11
74815,3
74816,3
74817,1
74818,38
74819,2
74820,5
74821,5
74822,5
74823,12
74824,1
74825,3
74826,1
74827,16
74828,3
74829,2
74830,3
74831,2
74832,1
74833,30
74834,1
74835,2
74836,4
74837,1
74838,1
74839,5
74840,2
74841,3
74842,2
74843,30
74844,1
74845,2
74846,1
74847,8
74848,24
74849,3
74850,10
74851,3
74852,4
74853,37
74854,11
74855,4
74856,10
74857,13
74858,6
74859,1
74860,9
74861,18
74862,1
74863,2
74864,15
74865,1
74866,2
74867,1
74868,114
74869,2
74870,54
74871,7
74872,4
74873,38
74874,6
74875,1
74876,9
74877,16
74878,15
74879,114
74880,22
74881,4
74882,2
74883,13
74884,15
74885,10
74886,66
74887,2
74888,63
74889,88
74890,5
74891,37
74892,22
74893,29
74894,34
74895,28
74896,4
74897,5
74898,1
74899,21
74900,10
74901,1
74902,14
74903,2
74904,8
74905,25
74906,2
74907,16
74908,4
74909,1
74910,21
74911,1
74912,18
74913,19
74914,3
74915,2
74916,1
74917,2
74918,8
74919,4
74920,9
74921,1
74922,16
74923,2
74924,1
74925,1
74926,4
74927,35
74928,70
74929,3
74930,128
74931,25
74932,14
74933,4
74934,31
74935,8
74936,8
74937,6
74938,2
74939,18
74940,10
74941,5
74942,1
74943,6
74944,16
74945,2
74946,3
74947,15
74948,4
74949,1
74950,1
74951,14
74952,2
74953,2
74954,13
74955,8
74956,12
74957,45
74958,132
74959,2
74960,23
74961,7
74962,5
74963,16
74964,38
74965,20
74966,1
74967,1
74968,1
74969,2
74970,1
74971,9
74972,10
74973,2
74974,28
74975,2
74976,21
74977,5
74978,5
74979,1
74980,7
74981,3
74982,22
74983,6
74984,4
74985,2
74986,21
74987,1
74988,4
74989,3
74990,8
74991,9
74992,7
74993,18
74994,3
74995,3
74996,15
74997,5
74998,16
74999,2
75000,1
75001,4
75002,18
75003,22
75004,5
75005,6
75006,7
75007,4
75008,23
75009,5
75010,9
75011,1
75012,1
75013,10
75014,1
75015,1
75016,19
75017,2
75018,2
75019,12
75020,1
75021,13
75022,3
75023,6
75024,18
75025,68
75026,76
75027,3
75028,18
75029,9
75030,6
75031,17
75032,12
75033,3
75034,6
75035,18
75036,1
75037,2
75038,29
75039,12
75040,1
75041,14
75042,1
75043,57
75044,10
75045,1
75046,6
75047,5
75048,1
75049,1
75050,1
75051,43
75052,2
75053,8
75054,4
75055,6
75056,1
75057,19
75058,2
75059,3
75060,3
75061,32
75062,1
75063,24
75064,3
75065,7
75066,1
75067,25
75068,1
75069,2
75070,2
75071,19
75072,13
75073,66
75074,1
75075,2
75076,6
75077,4
75078,6
75079,2
75080,64
75081,7
75082,1
75083,1
75084,4
75085,6
75086,1
75087,43
75088,1
75089,4
75090,2
75091,28
75092,1
75093,48
75094,1
75095,2
75096,14
75097,9
75098,1
75099,47
75100,32
75101,7
75102,3
75103,1
75104,11
75105,1
75106,3
75107,3
75108,31
75109,25
75110,14
75111,2
75112,1
75113,1
75114,2
75115,4
75116,3
75117,1
75118,3
75119,43
75120,1
75121,8
75122,1
75123,83
75124,5
75125,2
75126,2
75127,1
75128,103
75129,7
75130,4
75131,27
75132,1
75133,1
75134,3
75135,4
75136,2
75137,17
75138,2
75139,1
75140,4
75141,69
75142,9
75143,4
75144,3
75145,1
75146,1
75147,15
75148,7
75149,1
75150,13
75151,2
75152,1
75153,8
75154,4
75155,3
75156,17
75157,7
75158,20
75159,2
75160,4
75161,2
75162,4
75163,1
75164,1
75165,2
75166,8
75167,1
75168,2
75169,1
75170,9
75171,2
75172,3
75173,14
75174,2
75175,2
75176,30
75177,11
75178,45
75179,3
75180,1
75181,6
75182,7
75183,1
75184,3
75185,6
75186,29
75187,3
75188,10
75189,7
75190,7
75191,8
75192,1
75193,1
75194,5
75195,9
75196,7
75197,18
75198,2
75199,3
75200,1
75201,1
75202,4
75203,1
75204,1
75205,7
75206,1
75207,6
75208,42
75209,3
75210,44
75211,6
75212,6
75213,3
75214,1
75215,16
75216,1
75217,1
75218,11
75219,1
75220,19
75221,25
75222,30
75223,5
75224,1
75225,10
75226,1
75227,2
75228,1
75229,10
75230,4
75231,4
75232,38
75233,14
75234,5
75235,1
75236,5
75237,1
75238,1
75239,12
75240,3
75241,1
75242,2
75243,12
75244,1
75245,5
75246,2
75247,23
75248,4
75249,2
75250,2
75251,10
75252,9
75253,1
75254,2
75255,1
75256,1
75257,1
75258,4
75259,22
75260,20
75261,4
75262,17
75263,14
75264,157
75265,7
75266,4
75267,10
75268,4
75269,2
75270,1
75271,16
75272,4
75273,9
75274,3
75275,71
75276,6
75277,1
75278,1
75279,10
75280,2
75281,1
75282,5
75283,1
75284,10
75285,1
75286,3
75287,1
75288,20
75289,1
75290,6
75291,1
75292,6
75293,2
75294,2
75295,5
75296,12
75297,3
75298,1
75299,1
75300,18
75301,10
75302,10
75303,26
75304,33
75305,50
75306,55
75307,4
75308,2
75309,1
75310,96
75311,1
75312,36
75313,59
75314,3
75315,42
75316,9
75317,3
75318,2
75319,1
75320,17
75321,1
75322,3
75323,8
75324,58
75325,44
75326,14
75327,20
75328,20
75329,21
75330,10
75331,10
75332,8
75333,4
75334,2
75335,5
75336,4
75337,27
75338,2
75339,18
75340,13
75341,3
75342,4
75343,1
75344,7
75345,6
75346,52
75347,1
75348,2
75349,1
75350,1
75351,34
75352,3
75353,2
75354,23
75355,9
75356,1
75357,25
75358,19
75359,14
75360,3
75361,2
75362,1
75363,2
75364,33
75365,1
75366,7
75367,10
75368,12
75369,8
75370,1
75371,1
75372,1
75373,2
75374,4
75375,6
75376,11
75377,46
75378,3
75379,2
75380,120
75381,19
75382,3
75383,33
75384,7
75385,2
75386,37
75387,4
75388,1
75389,6
75390,3
75391,12
75392,1
75393,5
75394,1
75395,6
75396,3
75397,2
75398,28
75399,10
75400,5
75401,9
75402,12
75403,4
75404,26
75405,27
75406,4
75407,20
75408,1
75409,8
75410,1
75411,27
75412,3
75413,3
75414,1
75415,2
75416,1
75417,1
75418,13
75419,1
75420,5
75421,1
75422,13
75423,1
75424,21
75425,5
75426,17
75427,3
75428,48
75429,29
75430,4
75431,23
75432,22
75433,7
75434,8
75435,1
75436,2
75437,8
75438,26
75439,19
75440,42
75441,6
75442,1
75443,26
75444,1
75445,2
75446,4
75447,3
75448,1
75449,2
75450,3
75451,3
75452,3
75453,46
75454,10
75455,67
75456,1
75457,61
75458,16
75459,31
75460,3
75461,2
75462,1
75463,9
75464,5
75465,1
75466,5
75467,13
75468,3
75469,2
75470,1
75471,33
75472,2
75473,4
75474,1
75475,1
75476,49
75477,36
75478,7
75479,4
75480,9
75481,5
75482,1
75483,20
75484,2
75485,16
75486,5
75487,7
75488,1
75489,41
75490,2
75491,16
75492,1
75493,8
75494,6
75495,6
75496,7
75497,10
75498,1
75499,1
75500,43
75501,5
75502,9
75503,2
75504,1
75505,2
75506,1
75507,1
75508,1
75509,1
75510,1
75511,1
75512,12
75513,36
75514,5
75515,4
75516,8
75517,1
75518,2
75519,1
75520,45
75521,10
75522,1
75523,1
75524,2
75525,46
75526,3
75527,2
75528,5
75529,2
75530,9
75531,67
75532,1
75533,1
75534,11
75535,2
75536,18
75537,4
75538,2
75539,1
75540,1
75541,4
75542,5
75543,42
75544,1
75545,4
75546,1
75547,11
75548,28
75549,6
75550,1
75551,25
75552,1
75553,13
75554,2
75555,1
75556,20
75557,4
75558,1
75559,17
75560,5
75561,2
75562,4
75563,64
75564,1
75565,20
75566,2
75567,6
75568,1
75569,1
75570,7
75571,8
75572,15
75573,12
75574,23
75575,2
75576,1
75577,30
75578,10
75579,6
75580,23
75581,29
75582,29
75583,2
75584,7
75585,1
75586,6
75587,7
75588,13
75589,19
75590,15
75591,3
75592,1
75593,24
75594,113
75595,44
75596,20
75597,77
75598,5
75599,2
75600,7
75601,12
75602,4
75603,48
75604,3
75605,18
75606,7
75607,1
75608,16
75609,20
75610,1
75611,3
75612,14
75613,1
75614,4
75615,2
75616,1
75617,1
75618,28
75619,11
75620,5
75621,3
75622,1
75623,2
75624,6
75625,2
75626,51
75627,31
75628,3
75629,3
75630,14
75631,4
75632,1
75633,9
75634,7
75635,1
75636,12
75637,12
75638,1
75639,1
75640,8
75641,15
75642,6
75643,8
75644,44
75645,28
75646,1
75647,41
75648,1
75649,7
75650,2
75651,3
75652,1
75653,1
75654,59
75655,16
75656,4
75657,10
75658,2
75659,2
75660,4
75661,1
75662,5
75663,18
75664,21
75665,9
75666,67
75667,8
75668,1
75669,3
75670,14
75671,1
75672,1
75673,7
75674,4
75675,2
75676,1
75677,1
75678,1
75679,12
75680,18
75681,14
75682,1
75683,82
75684,7
75685,1
75686,1
75687,1
75688,4
75689,4
75690,1
75691,6
75692,2
75693,12
75694,3
75695,1
75696,5
75697,5
75698,2
75699,2
75700,3
75701,6
75702,1
75703,3
75704,7
75705,1
75706,22
75707,1
75708,8
75709,5
75710,11
75711,13
75712,8
75713,22
75714,1
75715,1
75716,7
75717,2
75718,11
75719,6
75720,31
75721,27
75722,2
75723,8
75724,1
75725,15
75726,2
75727,46
75728,10
75729,14
75730,18
75731,3
75732,16
75733,9
75734,3
75735,5
75736,14
75737,4
75738,1
75739,1
75740,1
75741,2
75742,1
75743,1
75744,1
75745,6
75746,1
75747,1
75748,5
75749,7
75750,2
75751,32
75752,27
75753,1
75754,2
75755,1
75756,10
75757,16
75758,6
75759,3
75760,2
75761,2
75762,1
75763,28
75764,1
75765,2
75766,1
75767,1
75768,1
75769,1
75770,1
75771,1
75772,3
75773,1
75774,19
75775,4
75776,1
75777,2
75778,27
75779,8
75780,15
75781,1
75782,2
75783,4
75784,3
75785,2
75786,2
75787,1
75788,3
75789,4
75790,1
75791,5
75792,19
75793,20
75794,2
75795,2
75796,1
75797,7
75798,2
75799,3
75800,2
75801,1
75802,1
75803,2
75804,25
75805,1
75806,2
75807,7
75808,15
75809,2
75810,9
75811,4
75812,1
75813,14
75814,3
75815,12
75816,2
75817,12
75818,1
75819,1
75820,2
75821,9
75822,25
75823,4
75824,3
75825,3
75826,1
75827,2
75828,4
75829,19
75830,19
75831,3
75832,68
75833,29
75834,33
75835,4
75836,49
75837,26
75838,67
75839,36
75840,7
75841,11
75842,61
75843,17
75844,68
75845,133
75846,53
75847,4
75848,2
75849,8
75850,136
75851,28
75852,4
75853,38
75854,6
75855,2
75856,103
75857,2
75858,209
75859,3
75860,4
75861,2
75862,21
75863,6
75864,31
75865,7
75866,1
75867,2
75868,1
75869,23
75870,23
75871,2
75872,11
75873,1
75874,1
75875,7
75876,5
75877,67
75878,5
75879,1
75880,5
75881,1
75882,2
75883,13
75884,28
75885,3
75886,6
75887,6
75888,10
75889,1
75890,3
75891,2
75892,1
75893,1
75894,1
75895,1
75896,5
75897,1
75898,2
75899,1
75900,1
75901,6
75902,23
75903,1
75904,2
75905,3
75906,3
75907,10
75908,4
75909,1
75910,5
75911,3
75912,1
75913,2
75914,4
75915,1
75916,1
75917,5
75918,1
75919,5
75920,4
75921,24
75922,2
75923,1
75924,5
75925,9
75926,4
75927,3
75928,1
75929,1
75930,1
75931,2
75932,2
75933,8
75934,3
75935,2
75936,1
75937,3
75938,1
75939,84
75940,1
75941,40
75942,1
75943,1
75944,3
75945,2
75946,3
75947,3
75948,1
75949,2
75950,1
75951,1
75952,2
75953,11
75954,2
75955,2
75956,1
75957,5
75958,26
75959,4
75960,2
75961,2
75962,3
75963,75
75964,13
75965,8
75966,8
75967,8
75968,3
75969,3
75970,4
75971,1
75972,5
75973,38
75974,1
75975,1
75976,3
75977,1
75978,1
75979,15
75980,1
75981,1
75982,1
75983,1
75984,44
75985,47
75986,21
75987,2
75988,7
75989,10
75990,3
75991,23
75992,16
75993,2
75994,6
75995,1
75996,3
75997,11
75998,5
75999,2
76000,2
76001,5
76002,65
76003,1
76004,1
76005,1
76006,17
76007,10
76008,7
76009,17
76010,9
76011,6
76012,19
76013,11
76014,5
76015,1
76016,1
76017,29
76018,16
76019,12
76020,4
76021,15
76022,7
76023,2
76024,18
76025,1
76026,1
76027,14
76028,1
76029,13
76030,6
76031,1
76032,1
76033,10
76034,19
76035,43
76036,6
76037,1
76038,2
76039,19
76040,16
76041,5
76042,1
76043,1
76044,1
76045,1
76046,4
76047,14
76048,3
76049,2
76050,8
76051,5
76052,2
76053,3
76054,9
76055,11
76056,1
76057,38
76058,8
76059,20
76060,2
76061,4
76062,1
76063,47
76064,17
76065,5
76066,2
76067,3
76068,28
76069,3
76070,1
76071,32
76072,2
76073,1
76074,17
76075,14
76076,9
76077,19
76078,10
76079,22
76080,7
76081,1
76082,15
76083,4
76084,3
76085,1
76086,6
76087,6
76088,7
76089,2
76090,19
76091,34
76092,1
76093,44
76094,1
76095,1
76096,3
76097,2
76098,9
76099,10
76100,8
76101,27
76102,169
76103,9
76104,8
76105,7
76106,110
76107,4
76108,2
76109,1
76110,58
76111,1
76112,1
76113,114
76114,1
76115,13
76116,41
76117,12
76118,3
76119,18
76120,73
76121,1
76122,59
76123,50
76124,1
76125,80
76126,1
76127,2
76128,1
76129,4
76130,10
76131,1
76132,2
76133,4
76134,2
76135,1
76136,17
76137,39
76138,1
76139,2
76140,3
76141,1
76142,10
76143,19
76144,2
76145,56
76146,8
76147,5
76148,35
76149,25
76150,10
76151,4
76152,2
76153,60
76154,5
76155,18
76156,17
